appre_log,affir_log,assent_log,aggree_log,fillpause_log,laugh_log,yknow_log,idknow_log,conj,negate,posemo,negemo,insight,cause,discrep,certain,assent
0,0,0,0,0,0,0,0,12.39,3.54,0.88,0.88,5.31,2.65,2.65,0.88,0
0,0,0.693147181,0,0,0,0,0,10.53,5.26,2.63,2.63,0,5.26,2.63,2.63,0
0,0,0,0,0,0,0,0,0,0.00,0,0,22.22,0,0,0,0
0,0,0,0,0,0,0,0,10.53,3.51,0,1.75,0,3.51,3.51,1.75,0
0,0,0,0,0,0,0,0,8.47,3.39,1.69,0,3.39,3.39,1.69,1.69,0
0,0,0,0,0,0,0,0,7.69,3.08,0,3.08,1.54,0,0,3.08,0
0,0,0,0,0,0,0,0,5,10.00,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,29.41,5.88,0,0,0,11.76,5.88,0,0
0,0,0,0,0,0,0,0,40,0.00,20,0,20,0,0,0,0
0,0,0,0,0,0,0,0,15.38,0.00,7.69,0,15.38,15.38,0,0,7.69
0,0,0,0,0,0,0,0,5.56,0.00,11.11,0,11.11,0,5.56,0,0
0,0,0.693147181,0,1.791759469,0,0,0,6.08,0.68,3.38,0,5.41,3.38,2.7,0.68,2.7
0,0,0,0,1.098612289,0,0.693147181,0,8.87,2.42,6.45,0.81,5.65,2.42,1.61,1.61,0
0,0,0.693147181,0,0,0,0,0,0,0.00,16.67,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0,0,1.791759469,0,0,0,3.85,1.28,5.13,8.97,1.28,1.28,1.28,5.13,0
0,0,1.098612289,0,1.609437912,0,0,0,6.25,2.34,1.56,1.17,3.12,1.17,0.78,2.73,0.78
0,0,0,0,0,0,0,0,9.3,0.47,2.33,3.72,3.72,1.4,0.47,0.47,1.86
0,0,0.693147181,0,0,0,0,0,15.52,3.45,0.86,1.72,0.86,3.45,5.17,0,0.86
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,50,50
0,2.197224577,1.098612289,0,1.386294361,0,0,0,4.55,0.00,4.55,0,0,4.55,0,4.55,18.18
0,1.098612289,0,0,0,0,0,0,7.14,7.14,0,0,3.57,0,7.14,0,3.57
0,0.693147181,0,0,1.386294361,0,0,0,9.19,3.24,8.65,0.54,3.24,2.16,2.16,1.62,0.54
0,2.197224577,1.098612289,0,1.386294361,0,0,0,0,0.00,0,0,0,0,0,0,25
0,1.609437912,0.693147181,0,1.386294361,0,0,0,6.4,1.60,5.2,1.2,5.2,0.8,4,0,3.2
0,1.386294361,0.693147181,0,0,0,0,0,0,0.00,0,0,0,0,0,0,66.67
0,0,0,0,0,0,0,0,8.7,4.35,0,0,4.35,2.17,4.35,0,0
0,0.693147181,0,0,0.693147181,0,0,0,0,0.00,0,0,11.11,0,11.11,11.11,22.22
0,0,0.693147181,0,0,0,0,0,9.26,0.00,5.56,5.56,5.56,3.7,3.7,3.7,3.7
0,0,1.791759469,0,0,0,0,0,11.11,5.56,0,0,0,0,0,0,33.33
0,0,2.397895273,0,0,0,0,0,9.52,1.59,3.17,1.59,0,3.17,6.35,0,19.05
0,0,0,0,0,0,0,0,11.03,0.00,3.45,0.69,2.76,2.76,1.38,2.07,0
0,1.098612289,0,0,0.693147181,0,0,0,9.01,2.70,2.7,0.9,4.5,1.8,2.7,1.8,0.9
0,0,0,0,0,0,0,0,13.64,0.00,0,0,0,4.55,4.55,0,0
0,0,0,0,2.708050201,0,0.693147181,1.098612289,7.92,3.77,3.4,1.13,6.79,0.38,3.02,2.64,1.51
0,0,1.098612289,0,1.386294361,0,1.098612289,0,8.75,0.00,2.5,1.25,8.75,0,3.75,3.75,5
0,0,1.098612289,0,0,0,0,0,6.6,5.08,3.55,0.51,4.57,1.02,3.05,1.52,2.03
0,0,0,0,0.693147181,0,0,0,2.7,0.00,8.11,0,8.11,0,2.7,10.81,8.11
0,0,0,0,0,0,0,0,14.58,0.00,0,0,6.25,4.17,2.08,2.08,2.08
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,33.33
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,25
0,0,0,0,0,0,0,0,20,0.00,20,0,0,0,0,0,20
0,0,0,0,0,0,0,0,20,0.00,0,20,0,0,0,0,40
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0,0,0,0,0.693147181,0,6.67,2.67,1.33,2.67,8,1.33,0,4,2.67
0,0,0,0,0,0,0,0,3.12,3.12,3.12,3.12,12.5,3.12,3.12,3.12,3.12
0,0,0.693147181,0,0,0,0.693147181,0,12.33,1.37,1.37,0,6.85,0,1.37,5.48,4.11
0,0,0,0,0,0,0,0,0,0.00,11.11,0,11.11,11.11,0,0,11.11
0,0,0,0,0,0,0,0,0,0.00,20,0,0,0,0,0,20
0,0,0,0,1.098612289,0,0,0,18.92,1.35,0,5.41,2.7,1.35,5.41,1.35,0
0,0,0,0,0.693147181,0,0,0,12.24,0.00,2.04,4.08,0,0,4.08,0,2.04
0,1.386294361,0.693147181,0,0.693147181,0.693147181,0,0,10,0.00,4,6,4,0,0,2,6
0,0,0,1.098612289,1.098612289,0,0,0,7.69,2.56,5.13,0,3.85,5.13,1.28,1.28,5.13
0,0,0,0,0,0,0,0,0,0.00,16.67,0,0,0,0,0,0
0,0,0,0,0.693147181,0,0,0,8.7,1.45,2.9,0,4.35,2.9,4.35,1.45,1.45
0,0,1.098612289,0,0,0,0,0,14.29,0.00,14.29,0,0,0,0,0,42.86
0,0,1.098612289,0,0,0,0,0,0,0.00,5,5,10,0,0,0,15
0,0,1.098612289,0,0,0,0,0,0,0.00,10,0,10,5,0,0,15
0,0,0,0,0.693147181,0,0,0,10.71,3.57,1.19,4.76,4.76,2.38,4.76,1.19,0
0,0,0,0,0,0,0,0,0,0.00,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,10.2,4.08,4.08,0,8.16,4.08,4.08,0,0
0,0,0,0,0,0,0,0,3.08,4.62,4.62,1.54,4.62,3.08,3.08,3.08,0
0,0,0,0,0,0,0,0,6.45,0.00,6.45,0,6.45,3.23,6.45,0,3.23
0,0,0,0.693147181,0,0,0,0,2.63,0.00,7.89,2.63,2.63,0,5.26,0,5.26
0,0,0,0,0,0,0,0,0,25.00,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12.5,6.25,12.5,0,0,0,6.25,0,0
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,50
0,0,0,0,2.63905733,0,0,0,6.06,0.00,2.02,0,7.07,0,2.02,2.02,0
0,0,0,0,1.609437912,0,0,0,8.7,1.45,1.45,0,4.35,1.45,1.45,2.9,0
0,0,0,0,1.609437912,0,0,0,3.08,3.08,4.62,0,3.08,1.54,4.62,1.54,0
0,0,0,0,0,0,0,0,7.69,10.26,2.56,0,0,5.13,7.69,0,2.56
0,0,0,0,0,0,0,0,0,0.00,20,0,20,0,0,20,20
0,0,0,0,0,0,0,0,13.21,5.66,0,0.94,1.89,1.89,9.43,0.94,0
0,0,0,0,0,0,0,0,7.32,4.88,2.44,0,2.44,0,9.76,0,2.44
0,0,0,0,0,0,0,0,12.5,12.50,0,0,12.5,12.5,0,0,0
0,0,1.098612289,0,0,0,0,0,8.57,0.00,2.86,2.86,2.86,0,2.86,5.71,2.86
0,0,0,0,0,0,0,0,11.36,4.55,0,2.27,0,2.27,4.55,0,0
0,0,0,0,0,0,0,0,7.84,3.92,5.88,0,9.8,0,0,0,0
0,0,0,0,0,0,0,0,14.94,2.30,6.9,0,3.45,1.15,3.45,0,2.3
0,0,0,0,0,0,0,0,0,25.00,25,0,25,0,0,0,0
0,0,0,0,0,0,0,0,13.58,1.23,3.7,3.7,3.7,2.47,3.7,0,0
0,0,0.693147181,0,0,0,0,0,19.35,0.00,6.45,0,0,6.45,3.23,3.23,6.45
0,0,0,0,1.098612289,0,0,0,10.53,2.63,4.39,2.63,8.77,3.51,2.63,0,0.88
0,0,0.693147181,0,0,0,0,0,6.25,0.00,12.5,0,0,0,6.25,6.25,6.25
0,0,0.693147181,0,0.693147181,0,0,0,6.67,2.67,1.33,0,8,5.33,5.33,0,1.33
0,0,0,0,0,0,0,0,33.33,0.00,0,0,0,0,0,0,16.67
0,0,0,0,0,0,0,0,0,0.00,0,0,20,0,0,0,20
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0,0,0.693147181,0,0,0,4.21,2.11,1.05,3.16,3.16,5.26,1.05,2.11,0
0,0,0,0,0,0,0,0,10.71,1.79,1.79,1.79,5.36,1.79,7.14,0,1.79
0,0,0,0,0,0,0,0,10,0.00,0,10,5,5,5,0,5
0,0,0,0,0.693147181,0,0,0,3.7,0.00,7.41,0,7.41,0,0,0,3.7
0,0,0,0,0,0,0,0,0,0.00,25,0,12.5,0,0,0,25
0,0,0,0,0,0,0,0,13.33,0.00,11.11,0,11.11,0,8.89,4.44,4.44
0,0,0,0,0,0,0,0,3.33,10.00,3.33,0,6.67,3.33,10,0,0
0,0,0,0,0,0,0,0,0,0.00,18.18,0,9.09,0,0,9.09,18.18
0,0,0.693147181,0,0,0,0,0,12.5,3.12,0,0,9.38,3.12,12.5,0,6.25
0,0,0,0,0,0,0,1.098612289,5.88,17.65,0,0,17.65,17.65,0,0,5.88
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0.693147181,0,0,0.693147181,0,0,0,6.25,9.38,6.25,0,12.5,3.12,3.12,6.25,3.12
0,0,0,0,0,0,0,0,7.58,3.03,3.03,0,6.06,1.52,1.52,1.52,0
0,0.693147181,0,0,0,0,0,0,8.62,1.72,1.72,0,1.72,0,0,0,1.72
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
0,0,0,0,1.609437912,0,0,0,15.13,2.52,0.84,0,2.52,1.68,0,0,0.84
0,0,0.693147181,0,0,0,0,0,6.87,2.29,0,0.76,6.87,0,3.05,0.76,2.29
0,0,0,0,1.098612289,0,0,0,8.93,3.57,5.36,1.79,5.36,3.57,5.36,1.79,0
0,0,0,0,0,0,0,0,5.41,0.00,0,0,0,0,0,0,0
0,0,0.693147181,0.693147181,1.098612289,0,1.098612289,0,7.91,2.26,2.82,3.39,6.78,1.13,3.39,3.95,2.26
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,1.098612289,0,0,0,0,0,10.34,1.15,4.6,0,5.75,4.6,1.15,1.15,4.6
0,1.386294361,0,0,0,1.098612289,0,0,9.26,1.85,11.11,0,9.26,3.7,1.85,0,9.26
0,1.098612289,0,0,0,0,0,0,7.41,0.00,7.41,0,1.85,5.56,5.56,0,5.56
0,0,0,0,0,0,0,0,0,0.00,0,0,12.5,0,0,0,0
0,0,0.693147181,0,0,0,0,0,11.43,5.71,5.71,2.86,8.57,0,2.86,2.86,11.43
0,0,0,0,1.791759469,0,0,0,10.67,1.12,3.93,0.56,2.81,0.56,2.25,1.12,0.56
0,1.609437912,0,0,0,0,0,0,9.09,4.55,2.27,1.14,3.41,1.14,1.14,0,5.68
0,0,0,0,0,0,0,0,17.07,4.88,0,0,2.44,2.44,4.88,0,2.44
0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0
0,0,1.386294361,0,0,0,0,0,6.93,1.98,2.97,0.99,3.96,1.98,1.98,0.99,2.97
0,0,0,0,0,0,0,0,0,16.67,16.67,0,8.33,0,0,0,0
0,0,0,0,0,0,0,0,9.84,3.28,1.64,0,3.28,3.28,4.92,0,0
0,0,0,0,0,0,0,0,12.12,3.03,4.55,0,1.52,4.55,0,1.52,0
0,0,0,0,0,0,0,0,12.5,3.57,0,0,7.14,3.57,3.57,0,1.79
0,0,0,0,0,0,0,0.693147181,15.38,5.77,1.92,1.92,7.69,3.85,3.85,0,1.92
0,0,1.945910149,0,0,0,0,0,5.17,1.72,6.9,0,8.62,3.45,5.17,1.72,8.62
0,0,0,0,0,0,0,0,6,4.00,4,0,12,4,4,2,0
0,0,0,0,0,0,0,0,0,25.00,0,0,25,0,0,0,25
0,0,0.693147181,0,0,0,0,0,7.77,1.94,5.83,2.91,4.85,1.94,6.8,2.91,2.91
0,0,1.386294361,0,0,0,0,0,0,0.00,7.69,0,7.69,0,0,0,30.77
0,0,0.693147181,0,0,0,0,0,8.33,4.17,4.17,0,16.67,4.17,0,0,8.33
0,0,0,0,0,0,0,0,0,0.00,9.09,0,9.09,0,0,0,0
0,0,1.098612289,0,0,0,0,0,0,0.00,8.33,0,0,0,0,8.33,25
0,0,0.693147181,0,0.693147181,0,0,0,1.59,4.76,4.76,3.17,11.11,0,1.59,3.17,6.35
0,0,0,0,0,0,0,0,7.14,0.00,7.14,0,10.71,3.57,3.57,7.14,3.57
0,0.693147181,0,0,0,0,0,0,0,0.00,33.33,16.67,0,0,0,0,33.33
0,0,0,0,0,0,0,0,8.99,3.37,1.12,0,3.37,2.25,2.25,1.12,0
0,0,0.693147181,0,0,0,0,0,0,0.00,20,0,0,0,0,0,40
0,0,0,0,0,0,0,0,0,0.00,0,2.86,8.57,0,0,0,2.86
0,0,0,0,0,0,0,0,11.11,0.00,0,0,3.7,7.41,7.41,14.81,0
0,0,0.693147181,0,0,0,0,0,7.14,0.00,7.14,0,7.14,0,0,0,14.29
0,0,0.693147181,0,0,0,0,0,5.26,0.00,5.26,0,15.79,5.26,0,0,5.26
0,0,0,0,1.791759469,0,0,0,3.37,1.12,11.24,0,5.62,2.25,3.37,0,1.12
0,0,0.693147181,0,0.693147181,0.693147181,0,0,3.7,1.23,12.35,0,3.7,0,3.7,6.17,6.17
0,0,0,0,1.386294361,0,0,0.693147181,6.25,2.34,1.56,0,5.47,1.56,0.78,0,0.78
0,0,0,0,0,0,0,0,0,0.00,57.14,0,0,0,0,42.86,0
0,0,1.386294361,0,0,0,0,0,0,5.26,10.53,0,5.26,0,0,5.26,15.79
0,0,0,0,1.791759469,0,0,0,7.87,1.12,1.12,4.49,3.37,1.12,1.12,2.25,0
0,0,0,0,0,0,0,0,12.5,0.00,25,0,0,0,0,0,12.5
0,0,0,0,0,0,0,0,3.7,11.11,3.7,0,11.11,3.7,0,0,3.7
0,0,0,0,0,0,0,0,0,11.11,3.7,0,11.11,7.41,0,0,0
0,0,0,0,0,0,0,0,13.73,3.92,3.92,0,3.92,5.88,1.96,1.96,5.88
0,0,0,0,0,0,0,0,10,0.00,0,0,10,0,0,0,10
0,0.693147181,1.098612289,0,0,0,0,0,9.86,2.82,9.86,0,2.82,3.52,3.52,0.7,5.63
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0,0,0.693147181,0,0,0,10.99,3.30,2.2,2.2,5.49,6.59,4.4,0,1.1
0,0,0,0,0,0,0,0,0,6.67,13.33,0,6.67,6.67,0,0,6.67
0,0,1.098612289,0,0.693147181,0,0,0,7.3,0.00,3.65,1.46,5.11,3.65,5.84,1.46,1.46
0,0.693147181,0.693147181,0,0,0,0,0,0,0.00,25,0,0,0,0,0,100
0,0,0,0,1.098612289,0,0,0,5.08,5.08,3.39,0,5.08,0,5.08,1.69,0
0,0,0,0,0,0,0,0,11.11,0.00,0,0,11.11,0,0,0,0
0,0,0,0,0.693147181,0,0,0,15.38,5.13,2.56,2.56,5.13,2.56,7.69,2.56,0
0,0,0,0,0,0,0,0,7.69,0.00,0,0,0,0,15.38,0,7.69
0,0,0,0,1.098612289,0,0,0,0,0.00,0,0,5.36,0,7.14,1.79,0
0,0,0,0,1.098612289,1.386294361,0,0,10.19,1.85,7.41,0,5.56,2.78,3.7,0.93,2.78
0,0.693147181,0,0,0,0,0,0,0,0.00,20,0,0,0,0,0,20
0,0,0.693147181,0,0,1.791759469,0,0,8.25,3.09,7.22,1.03,4.12,3.09,2.06,2.06,3.09
0,0,1.386294361,0,0.693147181,0,0,0,8.75,3.75,2.5,1.25,6.25,0,2.5,0,3.75
0,0,0,0,0,0,0,0,7.69,7.69,15.38,0,7.69,0,0,7.69,7.69
0,0,0,0,0.693147181,0,0,0,10,10.00,10,0,10,10,0,0,10
0,0,1.386294361,0,0.693147181,0.693147181,0,0,8.33,0.00,6.25,0,2.08,2.08,0,4.17,8.33
0,0,0,0,0,0,0,0,0,0.00,12.5,12.5,0,0,0,12.5,0
0,0,0,0,0,0,1.098612289,0,7.04,1.41,2.82,0,8.45,2.82,0,0,0
0,0,0,0,0,0,0,0,9.09,0.00,0,0,0,4.55,0,9.09,4.55
0,0,0,0,0,0,0,0,9.52,4.76,0,0,4.76,4.76,0,0,0
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
0,0.693147181,0,0,1.609437912,0,0,0,9.57,1.60,5.32,1.6,4.79,2.66,4.26,1.06,1.6
0,0,0.693147181,0,0,0,0.693147181,0,5.56,0.00,3.7,1.85,16.67,0,0,3.7,1.85
0,0,0,0,0,0,0,0,13.89,5.56,2.78,0,2.78,2.78,0,0,2.78
0,0,0.693147181,0,0,1.386294361,0,0,6.45,3.23,22.58,3.23,0,0,6.45,3.23,6.45
0,0,0.693147181,0,0,0,0,0,0,0.00,33.33,0,0,0,0,0,33.33
0,0,0,0,0,0.693147181,0,0,0,0.00,14.29,0,0,0,0,0,7.14
0,0,0,0,0,0,0,0,50,0.00,0,0,0,0,0,0,50
0,0,0,0,0.693147181,0.693147181,0,0,6.12,4.08,8.16,0,2.04,2.04,2.04,2.04,2.04
0,0,0.693147181,0,0,0,0,0,11.48,4.10,3.28,0.82,4.1,4.92,4.1,5.74,0.82
0,0,0,0,0,0,0,0,5.13,0.00,0,2.56,7.69,0,0,2.56,0
0,0,0,0,0,0,0,0,8.57,1.43,7.14,1.43,2.86,4.29,2.86,1.43,2.86
0,0,0,0.693147181,0,0,0,0,8.11,3.60,4.5,0.9,8.11,2.7,4.5,2.7,2.7
0,0.693147181,0,0,0,0,0,0,14.81,0.00,0,3.7,3.7,0,7.41,7.41,3.7
0,0,0,0,0,0.693147181,0,0,0,0.00,40,0,0,0,0,0,0
0,0,0,0,0.693147181,0,0,0,5.56,0.00,0,5.56,5.56,5.56,0,0,0
0,2.302585093,0,0,1.609437912,0,0,0,8.11,6.76,5.41,0,1.35,2.7,6.76,0,0
0,1.791759469,0.693147181,0,1.098612289,0,0,0,7.61,2.54,1.02,2.03,2.54,0.51,3.55,1.52,0.51
0,0.693147181,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
0,0,0,0,0.693147181,0,0,1.098612289,8.62,4.31,0,4.31,7.76,0.86,0,1.72,0
0,2.079441542,1.386294361,0,1.609437912,0,0,0,13.21,1.89,2.83,1.89,3.77,2.83,0,0.94,3.77
0,2.079441542,1.386294361,0,1.386294361,0,0,0,2.22,2.22,4.44,0,6.67,0,0,8.89,8.89
0,0,0,0,0,0,0,0,4.49,7.87,2.25,4.49,6.74,0,3.37,0,1.12
0,0.693147181,0,0,0.693147181,0,0,0,5.36,1.79,8.93,0,8.93,3.57,0,7.14,0
0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,11.11
0,1.791759469,0,0,1.098612289,0,0,0,8.7,0.00,4.35,4.35,13.04,0,4.35,0,0
0,1.098612289,0.693147181,0,0.693147181,0,0,0,9.62,0.42,2.09,0.84,4.6,3.77,2.51,0.84,1.67
0,0,0.693147181,0,0.693147181,0,0,0,6.78,0.00,5.08,0,3.39,5.08,5.08,3.39,1.69
0,0,1.098612289,0,0,0,0,0,5.88,2.94,14.71,2.94,5.88,2.94,0,0,11.76
0,1.098612289,1.609437912,0,1.791759469,0,0,0,7.91,3.60,0.72,1.44,6.47,4.32,2.88,1.44,5.04
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,12,8.00,0,0,8,2,4,2,0
0,0,1.098612289,0,0,0,0,0,5.91,1.61,3.23,1.08,5.91,4.3,0.54,2.69,1.61
0,0,1.791759469,0,0,0,0,0,0,0.00,16.67,0,0,0,0,16.67,83.33
0,0,1.098612289,0,0,0,0,0,10,3.75,3.75,0,10,7.5,6.25,3.75,1.25
0,0,1.791759469,0,0,0,0,0,14.49,1.45,8.7,1.45,0,1.45,7.25,4.35,0
0,0,0.693147181,0,0,0,0,0,18.18,0.00,9.09,13.64,0,4.55,0,9.09,0
0,0,0.693147181,0,0,0,0,0,14.29,3.57,7.14,0,0,3.57,10.71,3.57,0
0,0,0,0,0,0,0,0,12.5,0.00,12.5,0,12.5,12.5,0,0,0
0,0,0,0,0,0,0,0,10,0.00,0,10,10,0,10,0,0
0,0.693147181,1.098612289,0,1.386294361,0,0,0,5.16,4.52,5.81,1.94,5.81,1.94,1.94,0.65,2.58
0,0,0,0,0,0,0,0,10.99,3.30,5.49,1.1,1.1,2.2,3.3,2.2,2.2
0,0,1.945910149,0,0,0,0,0,0,0.00,12.5,0,0,0,0,0,87.5
0,0,0,0,0.693147181,0,0,0,7.14,0.00,7.14,0,7.14,7.14,3.57,0,3.57
0,0,0,0,0,0,0,0,12.5,4.17,4.17,0,4.17,0,4.17,0,0
0,1.791759469,0,0.693147181,1.098612289,0,0,0,2.56,5.13,7.69,0,5.13,0,5.13,2.56,5.13
0,1.386294361,2.302585093,0,0.693147181,0,0,0,4.35,0.00,4.35,0,0,0,0,0,47.83
0,1.791759469,0.693147181,0,1.098612289,0,0,0,0,0.00,15.38,0,0,0,0,0,15.38
0,0,0,0.693147181,1.386294361,0,0,0,8.25,2.06,4.12,1.55,4.64,3.09,1.03,1.55,1.03
0,0,0,0,0,0,0,0,7.02,1.75,1.75,0,1.75,0,7.02,0,1.75
0,0.693147181,0.693147181,0,0,0,0,0,8.82,1.47,5.88,0,2.94,1.47,1.47,0,2.94
0,0,0,0,0.693147181,0,0,0,10,8.33,3.33,0,8.33,5,0,0,1.67
0,0,1.098612289,0,0,0,0,0,0,0.00,0,0,10,10,0,0,30
0,0,1.098612289,0,0,1.386294361,0,0,5.71,5.71,5.71,0,5.71,8.57,2.86,1.43,4.29
0,0,1.386294361,0,0,0,0,0,4.55,0.00,9.09,0,4.55,9.09,0,4.55,22.73
0,0,0,0,0,0,0,0,21.43,7.14,0,0,7.14,14.29,7.14,0,0
0,0,0,0,0,0,0,0.693147181,6.45,16.13,3.23,0,16.13,0,6.45,0,3.23
0,0,0,0,0,0.693147181,0,0,0,8.70,8.7,0,8.7,8.7,4.35,4.35,0
0,0,0,0,0,0,0,0,0,0.00,33.33,0,0,0,0,0,33.33
0,0,0,0,0,0,0,0,10.34,6.90,0,3.45,10.34,10.34,3.45,0,0
0,0,0.693147181,0,0,0,0,0,11.32,3.77,3.77,0,5.66,3.77,9.43,0,1.89
0,0,0.693147181,0,0,0,0,0,7.69,11.54,0,0,3.85,0,11.54,0,7.69
0,0,0,0,0,0,0,0,6.02,4.82,1.2,0,4.82,3.61,4.82,0,1.2
0,0,0,0,0,0,0,0,0,0.00,100,0,0,0,0,0,100
0,0,0,0,0,0,0,0,11.67,4.17,0.83,1.67,4.17,0.83,3.33,1.67,0
0,0,0.693147181,0,0,0,0,0,0,0.00,0,0,0,0,0,0,14.29
0,0,0,0,0,0,0,0,10,0.00,4,0,10,0,4,4,2
0,0,0,0,0,0,0,0,14.29,0.00,0,0,4.76,0,0,9.52,0
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0,0,2.302585093,0,0,0,3.73,1.49,2.24,0,2.99,2.24,0.75,3.73,0
0,0,1.386294361,0,2.079441542,0,0,0,7.18,3.59,0,1.54,7.18,2.56,2.05,2.56,1.03
0,0,0,0,0,0,0,0,13.29,3.47,4.62,1.73,3.47,0.58,4.05,2.31,1.16
0,1.098612289,1.945910149,0,2.397895273,0,0,0,2.78,0.00,5.56,0,2.78,0,0,0,22.22
0,0,0.693147181,0,0,0,0,0,0,0.00,12.5,0,0,0,0,0,25
0,0,0,0,1.386294361,0,0,0,11.54,0.96,5.77,0,6.73,4.81,0.96,0,0.96
0,1.609437912,0.693147181,0,0.693147181,0,0,0,0,0.00,0,0,0,0,0,0,0
0,0.693147181,0,0,0,0,0,0,3.77,3.77,5.66,0,5.66,0,0,0,1.89
0,1.791759469,0.693147181,0,0.693147181,0,0,0,6.48,0.00,0.93,0.93,8.33,0,3.7,1.85,0.93
0,0.693147181,0,0,0,0,0,0,12.24,6.12,2.04,0,0,2.04,4.08,0,0
0,0.693147181,0.693147181,0,0,0,0,0,13.51,0.00,2.7,0,5.41,2.7,0,2.7,5.41
0,0,0,0,0.693147181,0,1.609437912,0,10.42,2.08,3.47,0,9.03,4.17,2.08,0,0.69
0,0,1.386294361,0.693147181,0,0,1.791759469,0,8.79,1.10,2.2,1.1,6.59,3.3,2.2,2.2,4.4
0,0,2.079441542,0,0,0,0,0,5.13,3.85,2.56,1.28,5.13,2.56,1.28,0,11.54
0,0,0,0,0,0,0,0,3.7,7.41,7.41,0,11.11,0,0,0,7.41
0,0,0,0,0,0,0,0,11.11,2.78,4.17,1.39,4.17,2.78,1.39,2.78,2.78
0,0,0,0,1.098612289,0,0,0,7.96,1.73,1.38,1.73,3.11,2.42,2.08,3.81,0.35
0,0.693147181,0.693147181,0,0,0,0,0,0,0.00,0,0,0,0,0,0,50
0,0,0,0,0,0.693147181,0,0,13.16,2.63,13.16,0,5.26,7.89,5.26,2.63,5.26
0,0,0,0,0,0,0,0,8.22,2.74,2.74,4.11,2.74,2.74,5.48,0,1.37
0,0,0.693147181,0,0,0.693147181,0,0,10.71,7.14,14.29,0,3.57,3.57,0,0,10.71
0,1.098612289,0,0,0,0,0,0,0,0.00,25,0,0,0,0,0,37.5
0,0.693147181,0.693147181,0,0,0,0,0,0,0.00,23.08,0,7.69,0,0,0,23.08
0,0,0,0,0,0,0,0,4.76,9.52,4.76,4.76,4.76,0,0,4.76,4.76
0,0,0,0,0,0.693147181,0,0,0,0.00,36.36,0,0,0,9.09,0,18.18
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,10.17,6.78,5.08,3.39,6.78,0,3.39,0,3.39
0,0,1.609437912,0,0,0,0,0,7.58,1.52,3.03,0,4.55,0,3.03,1.52,7.58
0,0,2.079441542,0,0,0,0,0,6.67,5.56,0.56,1.67,8.89,3.33,2.22,1.11,4.44
0,0,0,0,0,0,0.693147181,0,13.04,3.62,2.9,0.72,5.8,4.35,2.17,0,0
0,0.693147181,0,0.693147181,0,0,0,0,7.62,0.95,3.81,1.9,5.71,0,0.95,0.95,2.86
0,0,0,0,0,0,0,0,12.15,2.80,1.87,7.48,2.8,1.87,2.8,0.93,0
0,0.693147181,0.693147181,0,0,0,0,0,5.21,4.17,3.12,3.12,3.12,1.04,5.21,2.08,2.08
0,0.693147181,1.609437912,0,0,0,0,0,8.79,1.10,7.69,1.1,3.3,2.2,2.2,2.2,7.69
0,0.693147181,0,0,0,0,0,0,0,0.00,25,0,0,0,0,25,0
0,0,0,0,0,0,0.693147181,0,5.04,6.72,1.68,2.52,3.36,0.84,0.84,2.52,1.68
0,0,0,0,0,0,0,0,0,0.00,0,0,14.29,0,0,0,0
0,0,0,0,0,0,0,0,7,4.00,3,2,6,3,1,0,1
0,0,1.098612289,0,0,0,0.693147181,0,7,4.00,4,5,3,2,6,1,2
0,0.693147181,0.693147181,0,0.693147181,0,0,0,2.82,4.23,6.34,1.41,5.63,3.52,2.82,2.82,1.41
0,0,0,0,0,0,0,0,7.35,1.47,2.94,0,2.94,5.88,7.35,1.47,2.94
0,0,0,0,0,0,0,0,0,0.00,16.67,0,8.33,0,8.33,0,0
0,0,0,0,0,0,0,0,8.33,0.00,8.33,2.78,0,0,0,2.78,5.56
0,0,0,0,0,0,0,0,0,0.00,0,0,33.33,16.67,0,0,0
0,0,0,0,0,0,0,0,0,0.00,22.22,0,11.11,0,0,0,11.11
